id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.A.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you majorly get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What other places do you get textbooks from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many people are students at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,"Is this a primary, secondary, or senior secondary school?",Are there any counselors at this institute?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Does the institute require uniforms?,Are the teachers certified?,How frequently does the teacher trainer visit the school?,Which Board/University is this school affiliated with?,Which other board/university is this institute affiliated with?
7135,2019-06-07 06:20:13,Education,Schools,tilling saha,Government,In Use,Lower Subansiri,Ziro,Sibe,27.54967,93.80948,Pending,https://smartvillage.imagetrekk.com/storage/images/TE0gfOE2A2ccZief6GdtotrBYMOH7Af9gRNpMsHv.jpeg?asset_id=7135,SSA school sibe,1,Pakka Road,1,0,3G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",150,8:0 to 12:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,2,Tap Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Others""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,No,Yes,Off-site Residential Areas,3,No,,"[""None ""]",No,25,"[""Sports "",""Dance "",""Art "",""Other ""]",10-20%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,Primary,Yes,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
1344,2019-02-21 04:41:34,Education,Schools,tsering palden yamchodu,Government,In Use,West Kameng,Nafra,Lower Dzong,27.36952,92.53469,Approved,https://smartvillage.imagetrekk.com/storage/images/Nrt4CFxDMXkclySNzp39I0NQhKqnldUGVxf2xmrV.jpeg?asset_id=1344,need upgradation in compound fencing,6,Pakka Road,0.5,0,4G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",2400,9.00 am - 2.00 PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",1,0,Bottled Water,20,Yes,No,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support"",""Technical Support ""]",Government Agency,,Government Agency,,No,,No,,Yes,Yes,Yes,Off-site Residential Areas,4,No,,"[""None ""]",No,17,"[""None""]",10-20%,"[""Health issues "",""Easy Money "",""Lack of Awareness ""]","[""Health issues "",""Easy Money "",""Lack of Awareness ""]","[""Health issues "",""Easy Money "",""Lack of Awareness ""]","[""Health issues "",""Easy Money "",""Lack of Awareness ""]",No,Primary,No,Yes,Thrice a year,Yes,Yes,Not fixed,CBSE,
1345,2019-02-21 05:04:06,Education,Schools,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.88027,95.31586,Pending,https://smartvillage.imagetrekk.com/storage/images/dToTvTEWdPTndL2wOKoUuUzodW5uw3nfOI74gXhh.jpeg?asset_id=1345,GovernmentUpper Primary School Oyan.,4,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",6000,8:30am-3:45pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",15,0,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,1,Yes,3,None,,,,,,,No,,Yes,200,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,No,None,9,No,,"[""None ""]",No,218,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness "",""Health issues ""]","[""Lack of Awareness "",""Health issues ""]","[""Lack of Awareness "",""Health issues ""]","[""Lack of Awareness "",""Health issues ""]",No,Primary,No,Yes,Thrice a year,Yes,Yes,Once in 3-6 Months,Others,ARUNACHAL PRADESH STATE BOARD EXAMINATION
1350,2019-02-21 06:57:33,Education,Schools,omem lego,Government,Repairable,East Siang,Oyan,Rani,28.02475,95.34243,Approved,https://smartvillage.imagetrekk.com/storage/images/pQEJWJh8ydwJJthzDRee92KdUEKYkRYAPEagIcxD.jpeg?asset_id=1350,WRC FIELD SCHOOL RANI,2,Kacha Road,1,0,4G+ Reliable,"[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","[""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",250,9.00AM-12.00AM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",4,0,Others,,Yes,No,No,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,No,No,None,5,No,,"[""None ""]",No,18,"[""None""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,No,,Yes,Yes,Not fixed,Others,ARUN BOARD
1355,2019-02-21 07:39:06,Education,Schools,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96963,95.31906,Approved,https://smartvillage.imagetrekk.com/storage/images/tS2LV8wftF6iKP8gdQXcHBRyOwvn1wIbNpHXGevj.jpeg?asset_id=1355,"GOVT.PRIMARY SCHOOL(SIYING,RANI)",2,Kacha Road,1,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",270,9.00AM-1.00PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",7,0,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,No,,Yes,3,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Government Agency,,Self-created,,No,,Yes,Not fixed,Yes,No,Yes,None,5,No,,"[""None ""]",No,42,"[""None""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Not fixed,Others,ARUN BOARD
1359,2019-02-21 08:40:10,Education,Schools,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87518,95.35768,Approved,https://smartvillage.imagetrekk.com/storage/images/z9vZeM3TQiIZgKbJYMLnm1OqtJ5wGgulmZ1FfwED.jpeg?asset_id=1359,Government Upper Primary School Pame(DPTE) Oyan.,1,Kacha Road with Block Point,8,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",400,8:30am-2:30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",9,4,Others,,No,,,,Burnt within the premises,,Yes,3,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,No,None,8,No,,"[""None ""]",No,218,"[""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,Yes,Yes,Thrice a year,Yes,Yes,Not fixed,Others,Arun Board.
1376,2019-02-21 10:15:39,Education,Schools,omem lego,Private,In Use,East Siang,Oyan,Rani,27.96384,95.3164,Approved,https://smartvillage.imagetrekk.com/storage/images/9Dxqbb8YFwxZ8WnLrKGpIcEwzLHynTfxHtIECgKn.jpeg?asset_id=1376,"MARSHAL RESIDENTIAL SCHOOL,RANI",2,Pakka Road,1,3,4G+ Reliable,"[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","[""Airtel"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman ""]",8000,8.00AM-4.00PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",18,23,Others,,Yes,Yes,Yes,Yes,Discarded in Govt. designated sites,,Yes,4,Yes,3,Diesel Generator,9,9,9,9,9,9,No,,No,,Digital Records - Using Computer/Mobile,,"[""None""]",Local Supplier,,Self-created,,No,,Yes,Once in 0-3 Months,Yes,No,No,Dormitories,8,No,,"[""None ""]",No,540,"[""Sports "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Twice a year,Yes,Yes,Once in 0-3 Months,Others,ARUN BOARD
1381,2019-02-21 13:20:19,Education,Schools,tsering palden yamchodu,Private,In Use,West Kameng,Nafra,Lower Dzong,27.37132,92.53321,Approved,https://smartvillage.imagetrekk.com/storage/images/SVsW9tUSmttnGB5EQtSskKB6Ska2EIuvaT0a6cnY.jpeg?asset_id=1381,dilapidated windows,8,Pakka Road,0,1,4G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/Fencing ""]",1680,8.00 am-1.25 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,3,Tap Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,1,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Local Supplier,,Self-created,,No,,No,,Yes,Yes,Yes,Dormitories,8,Yes,45,"[""Computers ""]",No,150,"[""Dance "",""Art "",""Sports ""]",20-30%,"[""Parallel Studies "",""Health issues ""]","[""Parallel Studies "",""Health issues ""]","[""Parallel Studies "",""Health issues ""]","[""Parallel Studies "",""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1528,2019-02-25 03:53:17,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mebo,28.16307,95.42181,Approved,https://smartvillage.imagetrekk.com/storage/images/brbVrDIxQYceNK5gDF312QXAHbdg6bjZ9vShFabS.jpeg?asset_id=1528,collected correct information from Shri apak megu principal govt hr secondary school mebo,1,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman "",""Security Cameras ""]",50900,9.00Am - 4.00PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",28,7,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,7,No,,Diesel Generator,3,3,3,3,3,3,No,,No,,Digital Records - Using Computer/Mobile,,"["" Financial Support""]",Government Agency,,Government Agency,,Yes,"[""Communication"",""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 9-12Months,No,,No,Dormitories,16,Yes,100,"[""Science "",""Computers ""]",No,680,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Senior Secondary,Yes,Yes,Twice a year,Yes,Yes,Once in 9-12Months,CBSE,
1538,2019-02-25 04:52:39,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mottum,28.08261,95.43001,Approved,https://smartvillage.imagetrekk.com/storage/images/AmRgMdVGgvXkukWzhZ1b1oYDCMsKHQUWfjj954nl.jpeg?asset_id=1538,collected correct information from head master motum secondary school,1,Pakka Road,1,0,4G+ Reliable,"[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",8988,9.00am - 3.30pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",14,1,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 3-6 Months,Yes,Yes,Yes,Dormitories,20,Yes,300,"[""None ""]",Yes,114,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Secondary,Yes,Yes,Twice a year,Yes,Yes,Less than once a year,CBSE,
1539,2019-02-25 05:22:30,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mottum,28.07952,95.43798,Approved,https://smartvillage.imagetrekk.com/storage/images/e7v6vKQG37pCpWQi5iYBEgUIfv7ZJDicGpnwuu8c.jpeg?asset_id=1539,collected correct information from Shri anik borang head master govt LPS school motum,1,Pakka Road,0.5,0,4G+ Reliable,"[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","[""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",14000,9.00am-2.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,0,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,[],Yes,Once in 9-12Months,Yes,Yes,No,None,5,No,,"[""None ""]",No,44,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,Yes,Yes,More than 3 times a year,Yes,Yes,Not fixed,CBSE,
1654,2019-02-26 05:36:58,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mebo,28.16307,95.42181,Rejected,https://smartvillage.imagetrekk.com/storage/images/MfFYfF9cW9fcoGCFMi8uaTDiEfChwAane0dA39qj.jpeg?asset_id=1654,collected correct information from Shri apak megu principal govt hr secondary school mebo,1,Pakka Road,1,0,4G+ Reliable,"[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","[""Airtel"",""Vodafone"",""Jio"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing "",""Watchman "",""Security Cameras ""]",50900,9.00Am - 4.00PM,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",28,7,Tap Water from Government,,Yes,Yes,Yes,No,Burnt within the premises,,Yes,7,No,,Diesel Generator,3,3,3,3,3,3,No,,No,,Digital Records - Using Computer/Mobile,,"["" Financial Support""]",Government Agency,,Government Agency,,Yes,"[""Communication"",""Digital Learning (projectors, tvs, etc.) ""]",Yes,Once in 9-12Months,No,,No,Dormitories,16,Yes,100,"[""Science "",""Computers ""]",No,680,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Senior Secondary,Yes,Yes,Twice a year,Yes,Yes,Once in 9-12Months,CBSE,
1766,2019-02-27 11:08:45,Education,Schools,talen mibang,Government,In Use,East Siang,Oyan,Murali,27.9115,95.27797,Rejected,https://smartvillage.imagetrekk.com/storage/images/gq9sW1M9PmC7id4KBce0E6gyp97BXA4HM9DAvnEl.jpeg?asset_id=1766,done,2,Kacha Road with Block Point,9,0,3G Reliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",18160,8:45 am-1:45 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Others,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,No,Yes,Off-site Residential Areas,9,No,,"[""None ""]",No,54,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1767,2019-02-27 11:08:52,Education,Schools,talen mibang,Government,In Use,East Siang,Oyan,Murali,27.9115,95.27797,Rejected,https://smartvillage.imagetrekk.com/storage/images/UhqBAQxeWu7zJhQwKO8E1Bmid2SSlgBDMzdLAXdU.jpeg?asset_id=1767,done,2,Kacha Road with Block Point,9,0,3G Reliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",18160,8:45 am-1:45 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Others,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,No,Yes,Off-site Residential Areas,9,No,,"[""None ""]",No,54,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1768,2019-02-27 11:08:58,Education,Schools,talen mibang,Government,In Use,East Siang,Oyan,Murali,27.9115,95.27797,Approved,https://smartvillage.imagetrekk.com/storage/images/Dh4lwlKlWqwTnx3I5cQsHA7eD5GTO8LokeqLLlUg.jpeg?asset_id=1768,done,2,Kacha Road with Block Point,9,0,3G Reliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",18160,8:45 am-1:45 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Others,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,No,Yes,Off-site Residential Areas,9,No,,"[""None ""]",No,54,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1769,2019-02-27 11:09:03,Education,Schools,talen mibang,Government,In Use,East Siang,Oyan,Murali,27.9115,95.27797,Rejected,https://smartvillage.imagetrekk.com/storage/images/zMTyDe6Sh0U9gMF3GFviHVvxIdXq20oRYCHVG76M.jpeg?asset_id=1769,done,2,Kacha Road with Block Point,9,0,3G Reliable,"[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","[""Airtel"",""Jio"",""BSNL"",""Vodafone""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",18160,8:45 am-1:45 pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",8,1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Others,3,3,3,3,3,3,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,No,,Yes,No,Yes,Off-site Residential Areas,9,No,,"[""None ""]",No,54,"[""Sports "",""Art "",""Dance ""]",10-20%,"[""Health issues ""]","[""Health issues ""]","[""Health issues ""]","[""Health issues ""]",No,Primary,No,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
1786,2019-02-28 06:25:29,Education,Schools,nong tayeng,Government,In Use,East Siang,Mebo,Mebo,28.16478,95.41067,Approved,https://smartvillage.imagetrekk.com/storage/images/ZiVjLQSNlcSw6FHHjSlld9i74SMJVmAw4JIqiYEn.jpeg?asset_id=1786,collected correct information from Shri Sore tayeng head master govt primary school bogong mebo,1,Kacha Road,1,0,4G+ Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",200,9.00am - 2.00pm,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",5,1,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"["" Financial Support""]",Government Agency,,Government Agency,,No,,Yes,Once in 9-12Months,Yes,Yes,No,None,3,No,,"[""None ""]",No,24,"[""Art "",""Dance "",""Sports ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",No,Primary,Yes,Yes,Twice a year,Yes,Yes,Less than once a year,CBSE,
1787,2019-02-28 06:44:24,Education,Schools,nong tayeng,Private,In Use,East Siang,Mebo,Mebo,28.16783,95.41506,Approved,https://smartvillage.imagetrekk.com/storage/images/MnnomkBPPdBb4eahIbfWXroEiUWe7AayLsyIo5sC.jpeg?asset_id=1787,collected correct information from Smty th hoini vaiphei principal sanggo English school mebo,1,Pakka Road,1,0,4G+ Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",200,8.30-2.00pm,"[""Saturday "",""Friday "",""Thursday "",""Wednesday "",""Tuesday "",""Monday ""]",13,8,Tap Water from Government,,Yes,Yes,No,No,Burnt within the premises,,Yes,7,No,,Diesel Generator,3,3,3,3,3,3,No,,No,,Digital Records - Using Computer/Mobile,,"[""None""]",Research Organization,,Self-created,,No,,Yes,Once in 9-12Months,No,Yes,No,Dormitories,10,No,,"[""Computers "",""Science ""]",Yes,350,"[""Sports "",""Dance "",""Art ""]",10-20%,"[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]","[""Lack of Awareness ""]",Yes,Secondary,Yes,Yes,Once a year,Yes,Yes,Not fixed,CBSE,
