id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
4763,2019-05-11 17:16:26,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60472,93.83553,Approved,https://smartvillage.imagetrekk.com/storage/images/Kp5NiIbpStKnY01uHvQkfRT1jec5xH2dtVvogOAD.jpeg?asset_id=4763,traditional rive godown 106,1,Kacha Road,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4764,2019-05-11 17:16:30,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60826,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/1nTNXnms4krRzu1X7YTzSY0iW90end7TGZNZZSOe.jpeg?asset_id=4764,traditional rice godown 105,1,Kacha Road,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4765,2019-05-11 17:16:35,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.64541,93.86347,Approved,https://smartvillage.imagetrekk.com/storage/images/lW2WnN43YytT0JEaNPWgiGr26R7pjETxaoxZ73lm.jpeg?asset_id=4765,traditional rice godown 104,1,Kacha Road,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4766,2019-05-11 17:16:40,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.58879,93.86946,Approved,https://smartvillage.imagetrekk.com/storage/images/P14E24aJbkZ5VOTG4xHR8dJlYBBHuUwtms720xlX.jpeg?asset_id=4766,traditional rice godown 103,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4769,2019-05-11 17:16:51,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60649,93.82955,Approved,https://smartvillage.imagetrekk.com/storage/images/48JFHdm4kwkXvVxE5tiOfvPI89lnchQF0IftLwoB.jpeg?asset_id=4769,traditional rice godown 102,1,Footway,1,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4770,2019-05-11 17:16:55,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.57287,93.8515,Approved,https://smartvillage.imagetrekk.com/storage/images/6VpbGEO2sbSzRT2adYGROJPf7zogrnzAiG79MzVX.jpeg?asset_id=4770,traditional rice godown 101,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4771,2019-05-11 17:17:01,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60826,93.84352,Approved,https://smartvillage.imagetrekk.com/storage/images/4dVlAYiRRf9mx3yeG4sGU7leAmbO3ck7ph1Io5DD.jpeg?asset_id=4771,traditional rice godown 100,1,Footway,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4772,2019-05-11 17:17:05,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.5941,93.87345,Approved,https://smartvillage.imagetrekk.com/storage/images/XXkq7GIVR2aDkvvPCJBDDIm1KGxAIXANc1F99nIq.jpeg?asset_id=4772,traditional rice godown 99,1,Footway,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4773,2019-05-11 17:17:12,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.62418,93.86746,Approved,https://smartvillage.imagetrekk.com/storage/images/K7KBx6VYBqcyGRjvh8MGTvpoEQ8Ozk6MTciad6BW.jpeg?asset_id=4773,traditional rice godown 98,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4774,2019-05-11 17:17:20,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61533,93.83753,Approved,https://smartvillage.imagetrekk.com/storage/images/LEuUbaXUOXOxy7RDli2G0dWTSxBvA7PPJioTCwZB.jpeg?asset_id=4774,traditional rice godown 97,1,Footway,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4775,2019-05-11 17:17:26,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.62241,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/fa92ztx0ZcCLAXXZy7PzW7LnYCqq7bmGZcnFF9XF.jpeg?asset_id=4775,traditional rice godown 96,1,Footway,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4777,2019-05-11 17:17:36,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60472,93.86347,Approved,https://smartvillage.imagetrekk.com/storage/images/9pgx9V9NzHdpyZZpoUmesM2EblKUO7g8Wx1DDcyD.jpeg?asset_id=4777,traditional rice godown 95,1,Footway,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,1,book keeping
4911,2019-05-12 10:18:06,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.60118,93.91536,Approved,https://smartvillage.imagetrekk.com/storage/images/o9o9dlmGQjbw32yuNflE6GxM2Zn8o0AXYuTKx6Kv.jpeg?asset_id=4911,timber depot,1,Kacha Road,3,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:0 to 6:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,timber,101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]","[""Mini Luggage ""]",50,No,2,book keeping
4918,2019-05-12 10:19:25,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.59056,93.87744,Approved,https://smartvillage.imagetrekk.com/storage/images/cY8naRZmoeRwnS7wC0dNh7cBp36fvpvVcs6C1WQp.jpeg?asset_id=4918,traditional rice godown 237,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4919,2019-05-12 10:19:50,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.6118,93.90139,Approved,https://smartvillage.imagetrekk.com/storage/images/Vupr90dbEwsPd0UYhYshIqDH6utt4yL61pfiA28n.jpeg?asset_id=4919,traditional rice godown 236,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4921,2019-05-12 10:20:15,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.6118,93.90139,Approved,https://smartvillage.imagetrekk.com/storage/images/Xd5ZFBURFMh3Wjcy58Um4ZfCnJFdtBWgyjrC0r3h.jpeg?asset_id=4921,traditional rice godown 236,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4926,2019-05-12 10:22:10,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.54631,93.8495,Approved,https://smartvillage.imagetrekk.com/storage/images/lPBiPwa7yLDhXXzl2X67YUlV3LMD607E1QUp8XTa.jpeg?asset_id=4926,traditional rice godown 235,1,Footway,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Marketing team\/ Sales Agents"",""Others""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4927,2019-05-12 10:22:25,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61003,93.8515,Approved,https://smartvillage.imagetrekk.com/storage/images/zdRFOJFSKtfZ6itDVc0K1vc6KJ3CAiWD8jqlxJwC.jpeg?asset_id=4927,traditional rice godown 234,1,Kacha Road,1,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4928,2019-05-12 10:22:41,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.62772,93.89141,Approved,https://smartvillage.imagetrekk.com/storage/images/Axam9Txu9YB5qs4a9Y7LqYgq4MfBEgszXwhYRL6o.jpeg?asset_id=4928,traditional rice godown 233,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
4929,2019-05-12 10:22:48,Agriculture,Warehouse / Godown/ Timber Depot,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.58348,93.86946,Approved,https://smartvillage.imagetrekk.com/storage/images/FkN2WJHpaZBFsgmcDdlAwcvBYysS5vc57nB0ouda.jpeg?asset_id=4929,traditional rice godown232,1,Kacha Road,1,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:0 to 7:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Ground Water,,Ground Water,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,"[""Food Grains""]","[""Others"",""Marketing team\/ Sales Agents""]",1000,grain,1-100,Hand Written,Hand Written,Hand Written,Hand Written,"[""Farmers""]","[""Head Load""]",40,No,2,book keeping
