id	created at (UTC)	category	sub-category	user	type	status	district	circle	village	latitude	longitude	confirmation	Image link	remarks	How many times did you go there until it was open?	What is the type of the road available to the asset?	How much distance should one travel to avail public transport facility? (in K.M)	What is the type of the mobile network available at the asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What are different Mobile network service providers available at the location of this asset?	What is the type of structure of this asset?	What is the type of security available for the asset?	What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M)	What are the working days of the facility?	How many teachers are employed in the facility?	How many support staff are employed in the facility?	Where do you get drinking water from?	How much do you pay per litre of bottled water? (In Rupees)	Are there toilets available for public usage?	Are there toilets available separately as per gender?	Is there running water available in the toilets at this asset?	Is there soap for handwash available at this asset?	How do you deal with the waste generated from the facility?	What are the other mechanism used to discard the waste?	Are the premises cleaned with disinfectant regularly?	How frequently are the premises cleaned with disinfectant in a week?	Do you have grid connection for energy supply?	How many hours per day are you facing power cuts?	What is the alternative energy source available in the facility?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	How many hours do you rely on the alternative energy source in a day?	Do you have landline connectivity	What is the number with STD Code	Do you have wired internet connection?	How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS)	How do you maintain records for operations?	What are the other modes of record keeping?	What are the areas you get support from government agencies for the facility?	What are the areas you get support from government agencies for your students?	Where do you gets textbooks for the children?	What is the total campus area?	Where do you get the curriculum for classes and educational programs?	Are you using digital tools for teaching?	For what purpose are you using these?	Are there checkups or medical facilities available?	What is the frequency of these checkups?	Are there any meals served?	Is the nutritional value monitored?	Is there presence of any recreational/playing material for the kids?	What kind of residential facilities are available?	How many classrooms are there in the institute ?	How many people are enrolled or are students at this asset?	Apart from academics what are the co-curricular activities available for students ?	What is the percentage of drop-outs?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	What is the reason for dropouts?	Are there any disaster management courses or drills practice at the institute?	To how many women is this institution providing services?	How many buses go to this asset?	Do the centers get timely supplies of the government goods?	What is the source of the supplies?	For what all materials the government is providing fund ?
1313	2019-02-20 10:10:07	Education	Anganwadi Building	ngilyang nobin	Government	In Use	Lower Subansiri	Ziro	Tajang	27.60144	93.8367	Approved	https://smartvillage.imagetrekk.com/storage/images/JdB8ohuTWcN8faIRdXrLU1LpSBzBGjjvUdJ8kcsF.jpeg?asset_id=1313	11	3	Kacha Road	2	4G Unreliable	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	"[""Airtel"",""Vodafone"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00 to 12.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	2	1	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Technical Support""]"	"[""Technical Support ""]"	Government Agency	150	Self-created Others	No		Yes	Atleast once a six month	Yes	Yes	No	None	1	9	"["" Dance ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No		"[""Food"",""Books ""]"
1328	2019-02-20 11:16:33	Education	Anganwadi Building	kago yubbey	Government	In Use	Lower Subansiri	Ziro	Siro	27.52729	93.83966	Approved	https://smartvillage.imagetrekk.com/storage/images/He4rlHcVwfrY16oE57geCIyLwpRUUIU0UZR02lkc.jpeg?asset_id=1328	working	2	Kacha Road	3	2G Unreliable	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00 to 3.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	1	1	Tap Water from Government		Yes	No	Yes	No	Discarded in Open Field Burnt within the premises		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	50	Self-created Others	No		Yes	Once a year	Yes	Yes	Yes	None	2	20	"["" Dance "",""Sports"",""Art ""]"	0-10%	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	"[""Health issues ""]"	No	0-5	0	No	[]	"[""Food"","" Uniform "",""Books ""]"
1340	2019-02-20 19:31:33	Education	Anganwadi Building	jayanti ama	Government	In Use	Lohit	Tezu	Laboliang	27.98397	96.17941	Approved	https://smartvillage.imagetrekk.com/storage/images/UpJl6c73xC9ErO9uwv7GiOZ3ML7YIBus7N6nbd4Z.jpeg?asset_id=1340	total 4 anganwadi comes under loiliang village	5	Kacha Road	1	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	7.30 to 11.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		Yes	No	No	No	Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	104	Self-created Others	No		No		Yes	No	Yes	None	1	15	"[""Others ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	6-10	0	No		"[""Food"",""Books "","" Uniform ""]"
1343	2019-02-21 04:29:26	Education	Anganwadi Building	ainai mize	Government	In Use	East Siang	Oyan	Oyan Village	27.87699	95.31489	Pending	https://smartvillage.imagetrekk.com/storage/images/939uf2TXxExKurpFjB0cnMgscYHP9kYoyoWmsV1U.jpeg?asset_id=1343	Aganwadi Oyan Center -2	2	Kacha Road	1	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:00am-11:00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	0	Others		No				Discarded in Open Field Burnt within the premises		Yes	2	No		None							No		Yes	100	Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	150	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	2	50	"["" Dance ""]"	0-10%	"[""Health issues "",""Lack of Awareness ""]"	"[""Health issues "",""Lack of Awareness ""]"	"[""Health issues "",""Lack of Awareness ""]"	"[""Health issues "",""Lack of Awareness ""]"	No	21-40	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
1360	2019-02-21 08:40:57	Education	Anganwadi Building	ainai mize	Government	In Use	East Siang	Oyan	Oyan Village	27.88862	95.3303	Approved	https://smartvillage.imagetrekk.com/storage/images/cKIGNT508y2WlXtR76V60YdaxJQVDLCVBWOTWOUD.jpeg?asset_id=1360	Anganwadi (DPTE) Center Oyan - 4	1	Kacha Road with Block Point	6	4G+ Reliable	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	"[""Airtel"",""Vodafone"",""BSNL"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	7:00am-11:00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	2	3	Others		No				Discarded in Open Field Burnt within the premises		Yes	2	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	600	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	Yes	None	1	40	"[""Sports"","" Dance ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	21-40	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
1385	2019-02-21 14:21:52	Education	Anganwadi Building	tendel zangmu wangja	Government	In Use	West Kameng	Shergaon	Jigaon	27.12172	92.25606	Approved	https://smartvillage.imagetrekk.com/storage/images/LhWHChlEnlCfVUSbB2XQ0au9QIsT45JBsUsXpDSX.jpeg?asset_id=1385	Respondent Rinchin Dema Lama No water supply drainage system required	1	Kacha Road	24	4G Unreliable	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00A.M-1:00P. M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		Yes	3	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	131.6	Government Agency	No		Yes	Atleast once a month	Yes	Yes	No	None	1	31	"[""Sports"","" Dance "",""Art ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1386	2019-02-21 14:22:01	Education	Anganwadi Building	tendel zangmu wangja	Government	In Use	West Kameng	Shergaon	Shergaon	27.12553	92.26469	Approved	https://smartvillage.imagetrekk.com/storage/images/ozX7tLT2mU5TCBpJUXZtHhWu5ASMDXmIhOSqpzOl.jpeg?asset_id=1386	Respondent Pema Lojom worker no water supply	1	Kacha Road	24	4G Unreliable	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	9.00 A.M - 1:00P.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		Yes	3	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	360	Government Agency	No		Yes	Atleast once a month	Yes	Yes	No	None	1	18	"[""Sports"","" Dance "",""Art ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1387	2019-02-21 14:22:12	Education	Anganwadi Building	tendel zangmu wangja	Government	In Use	West Kameng	Shergaon	Shergaon	27.13206	92.26279	Approved	https://smartvillage.imagetrekk.com/storage/images/7FXRUKgNMhE5xuFzou7mg1aS9ttzQD0DEEoKFTf5.jpeg?asset_id=1387	Respondent Daisy Lhaden Anganwadi worker no water supply	1	Pakka Road	24	4G Unreliable	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	"[""Airtel"",""BSNL""]"	Pakka/Permanent(Steel,Concrete,etc.)	"[""None ""]"	9.00A.M-1:00 P.M	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		Yes	3	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	324	Government Agency	No		Yes	Atleast once a month	Yes	Yes	No	None	1	16	"["" Dance "",""Art "",""Sports""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1404	2019-02-22 10:15:49	Education	Anganwadi Building	tadu kani	Government	In Use	Lower Subansiri	Ziro	Hari	27.58465	93.84275	Approved	https://smartvillage.imagetrekk.com/storage/images/Nraa61WpDr6fcs9ppN4nrzsQ6J1jULrVPK9up0sx.jpeg?asset_id=1404	hari 1	2	Kacha Road	2	3G Unreliable	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	"[""Airtel"",""BSNL"",""Vodafone""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00 to 12.00	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""Financial Support "",""Technical Support""]"	"[""Financial Support "",""Technical Support ""]"	Government Agency	150	Self-created Others	No		Yes	Once a year	Yes	No	Yes	None	1	20	"[""Art "","" Dance ""]"	0-10%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Books "","" Uniform "",""Food""]"
1512	2019-02-24 07:26:28	Education	Anganwadi Building	tabey chijey	Government	In Use	Shi-Yomi	Monigong	Karle	28.73921	94.30121	Approved	https://smartvillage.imagetrekk.com/storage/images/vNiTi3MsiTfj7WzGrTAK3wBkvRSyYfWfhDwKW8iG.jpeg?asset_id=1512	at lower karle	2	Pakka Road	1	2G Unreliable	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	9.00AM-5.00PM	"[""Sunday "",""Saturday ""]"	0	2	Ground Water		No				None		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	12	Self-created Others	No		No		Yes	No	No	None	1	25	"[""Others ""]"	>40%	"[""Others""]"	"[""Others""]"	"[""Others""]"	"[""Others""]"	No	0-5	0	No		"[""Other""]"
1517	2019-02-24 07:27:28	Education	Anganwadi Building	tabey chijey	Government	In Use	Shi-Yomi	Monigong	Karle	28.73999	94.311	Approved	https://smartvillage.imagetrekk.com/storage/images/eoy5rj2BX6KUvTe1yjYlgn05AClgYlrQywhDzg8k.jpeg?asset_id=1517	in use but structure is too small for the population of the area	2	Kacha Road with Block Point	3	2G Unreliable	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	"[""BSNL""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Others""]"	9.00A.M-5:00P.M	"[""Monday "",""Wednesday "",""Friday ""]"	0	2	Ground Water		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	50	Self-created Others	No		Yes	Not fixed	Yes	No	No	None	1	30	"[""Others ""]"	>40%	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	"[""Lack of Awareness "",""Accessibility ""]"	No	0-5	0	No		"[""Other"",""Food"","" Uniform "",""Books ""]"
1556	2019-02-25 07:09:16	Education	Anganwadi Building	nong tayeng	Government	In Use	East Siang	Mebo	Mottum	28.0783	95.44474	Pending	https://smartvillage.imagetrekk.com/storage/images/ljzxIv3RZbeyooFHArRvhXlJx03jhxKI1NBeSEnF.jpeg?asset_id=1556	collected correct information from Smty Anne tayeng aanganwadi Center motum	1	Kacha Road	1	4G+ Reliable	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00am-9.00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	30	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	1	16	"[""Art "","" Dance "",""Sports""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	6-10	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
1558	2019-02-25 07:18:18	Education	Anganwadi Building	nong tayeng	Government	In Use	East Siang	Mebo	Mottum	28.08	95.43847	Approved	https://smartvillage.imagetrekk.com/storage/images/ysbhUrOGwugkJg1HkzyhOJYFxIrTRgqQzNRQ8mXi.jpeg?asset_id=1558	collected correct information from Smty lupuk borang aanganwadi worker motum village	1	Kacha Road	1	4G+ Reliable	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00am-8.00pm	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	30	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	1	15	"[""Art "","" Dance "",""Sports""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"","" Uniform "",""Books ""]"
1633	2019-02-26 04:44:26	Education	Anganwadi Building	nong tayeng	Government	In Use	East Siang	Mebo	Mottum	28.08403	95.44152	Pending	https://smartvillage.imagetrekk.com/storage/images/6ULE9kkPcvphDxto7MsoOwKRpF96Iy3lUpVan11b.jpeg?asset_id=1633	collected correct information from Smty osi borang aanganwadi madam	1	Kacha Road	1	4G+ Reliable	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	"[""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00am-8.00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		Yes	1	No		None							No		No		Traditional Book		"[""Financial Support ""]"	"[""Financial Support ""]"	Government Agency	30	Government Agency	No		Yes	Atleast once a six month	Yes	Yes	No	None	1	15	"[""Art "","" Dance ""]"	0-10%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	6-10	0	No		"[""Food"","" Uniform "",""Books ""]"
1661	2019-02-26 06:05:36	Education	Anganwadi Building	administrator	Government	In Use	East Siang	Oyan	Rani	27.96524	95.31135	Approved	https://smartvillage.imagetrekk.com/storage/images/8hXRizYYmjt8f2ixX0tKsckJwRTHd4ux6jGvHX4Z.jpeg?asset_id=1661	ANGANWADI BUILDING(CENTRE-3)	1	Kacha Road	1	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Compound Wall\/Fencing ""]"	6.00AM-8.30AM	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""Others ""]"	Government Agency	150	Government Agency	No		Yes	Atleast once a six month	Yes	No	Yes	None	1	23	"[""Others ""]"	20-40%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1662	2019-02-26 06:15:24	Education	Anganwadi Building	omem lego	Government	Repairable	East Siang	Oyan	Rani	27.96486	95.31164	Approved	https://smartvillage.imagetrekk.com/storage/images/UHhBLgttoM9VasUB2F8KchBd54urrwnj2w34aTxs.jpeg?asset_id=1662	ANGANWADI BUILDING(CENTRE-3)	2	Kacha Road	1	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""Compound Wall\/Fencing ""]"	6.00AM-8.30AM	"[""Monday "",""Tuesday "",""Wednesday "",""Friday "",""Saturday "",""Thursday ""]"	1	1	Tap Water from Government		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	50	Government Agency	No		Yes	Atleast once a six month	Yes	No	Yes	None	1	23	"[""Others ""]"	10-20%	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1663	2019-02-26 06:23:12	Education	Anganwadi Building	omem lego	Government	In Use	East Siang	Oyan	Rani	27.96569	95.31014	Pending	https://smartvillage.imagetrekk.com/storage/images/LqpiTmtSTgWzT7OV0AncVb5sz7eMOX5mkik1biCX.jpeg?asset_id=1663	ANGANWADI BUILDING (CENTRE-4)	1	Kacha Road	2	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00AM-8.30AM	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	50	Government Agency	No		Yes	Atleast once a six month	Yes	No	Yes	None	1	15	"[""Others ""]"	10-20%	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1665	2019-02-26 06:45:22	Education	Anganwadi Building	omem lego	Government	Repairable	East Siang	Oyan	Rani	27.96455	95.31477	Pending	https://smartvillage.imagetrekk.com/storage/images/o7qixYZoZWTUXrN8zXaaImfGNvB5Ub8KQSKcjaRD.jpeg?asset_id=1665	ANGANWADI BUILDING(CENTRE-2)	2	Kacha Road	1	4G+ Reliable	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00AM-8.30AM	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Ground Water		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	80	Government Agency	No		Yes	Atleast once a six month	Yes	No	Yes	None	1	26	"[""Others ""]"	20-40%	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	"[""Lack of Awareness ""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1666	2019-02-26 06:49:41	Education	Anganwadi Building	omem lego	Government	Not in Use	East Siang	Oyan	Rani	27.9645	95.31442	Pending	https://smartvillage.imagetrekk.com/storage/images/qa0uLXI0JmXIA91Ze5eiVNaqXWZtqI7B8oBHaKs9.jpeg?asset_id=1666	ANGANWADI BUILDING(CENTRE-1)	1	Kacha Road	1	4G+ Reliable	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	"[""Airtel"",""Jio""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6.00AM-8.30AM	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]"	1	1	Ground Water		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	80	Government Agency	No		Yes	Atleast once a six month	Yes	No	Yes	None	1	21	"[""Others ""]"	20-40%	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	"[""Lack of Awareness "",""Others""]"	No	0-5	0	Yes	"[""Government ""]"	"[""Food"",""Books ""]"
1762	2019-02-27 11:07:17	Education	Anganwadi Building	administrator	Government	Repairable	East Siang	Oyan	Murali	27.9083	95.27559	Pending	https://smartvillage.imagetrekk.com/storage/images/NOXsyTcSnhcTy0dfwRa5mdlBKzJhsvpLuOAjagGD.jpeg?asset_id=1762	centre-1	1	Kacha Road	9	3G Unreliable	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	"[""Jio"",""Airtel""]"	Kacha/Temporary(Wood,Bamboo,etc.,)	"[""None ""]"	6:00am 9:00am	"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]"	1	2	Others		No				Discarded in Open Field Burnt within the premises		No		No		None							No		No		Traditional Book		"[""None ""]"	"[""None""]"	Government Agency	56	Government Agency	No		No		Yes	Yes	No	None	1	12	"[""Others ""]"	0-10%	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	"[""Health issues "",""Parallel Studies "",""Lack of Awareness "",""Accessibility ""]"	No	0-5	1	No		"[""Books ""]"
